"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x130370549","x1404901485603790850",2021-06-15 20:39:50,"willjharrison","@trent_wirth @PsychScientists I agree with your reply here, which means that we couldn’t take eg a simple case of social media to justify data sharing. But attitudes to data sharing have undoubtedly changed over the last decade or so, and I’m keen to find out how we update ethics based on changing attitudes. https://t.co/b4G60loGtA","Twitter for iPhone",279,"x1404900592917438467","x130370549","willjharrison",TRUE,FALSE,0,0,,,,,"twitter.com/trent_wirth/st…","https://t.co/b4G60loGtA","https://twitter.com/trent_wirth/status/1404899387285848071",,,,,,,,,"x794555945573556224 x182747810","trent_wirth PsychScientists","en","x1404899387285848071","@willjharrison @PsychScientists You could take issue with my reading of your logic by arguing that people ‘knowledgeably and willfully give up their data’, but I think that at this point in time this isn’t true. It’s why apple made a button to turn off data sharing, because people will push it and it hurts FB",2021-06-15 20:31:30,"Twitter for iPhone",0,0,"x794555945573556224","trent_wirth","Trent Wirth",129,448,823,"Salem, MA","Vision scientist studying the visual control of locomotion. Post-Doc in the HuMoN Lab. I'm mostly here for D&D tweets. 

he/him",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/willjharrison/status/1404901485603790850","Dr Will Harrison","Brisbane, Queensland","ARC Early Career Research Fellow at the Queensland Brain Institute, Australia. In no particular order, I'm interested in vision, memory, and horror films.","https://t.co/GTMT7nJKWY",FALSE,882,597,11,5129,3749,2010-04-07 03:09:02,FALSE,"https://t.co/GTMT7nJKWY","http://willjharrison.com",,"https://pbs.twimg.com/profile_banners/130370549/1355116255","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1375979257705287681/OA5P6Hvt_normal.jpg"
"x14252929","x1404903261384024064",2021-06-15 20:46:54,"Scriven","@ginny4323 @Unicorn6610 @Trexicon8 @MonchitaYap @TheSimpsons See, this is the problem. In spite of clear data, and ethics, you continue to peddle snake charmers and conspiracy theory bs. We don’t have a difference of opinion, you’re just totally out to lunch.","Twitter for iPhone",198,"x1404902048475205634","x14252929","Scriven",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x95651110 x1099439179375828993 x896124277623209985 x991468597 x755953153","ginny4323 Unicorn6610 Trexicon8 MonchitaYap TheSimpsons","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Scriven/status/1404903261384024064","Scriven Syndicate","","",,FALSE,161,681,3,5333,6376,2008-03-29 19:49:44,FALSE,,,,"https://pbs.twimg.com/profile_banners/14252929/1587430152","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1399383146110586886/rl9OQmtf_normal.jpg"
"x794555945573556224","x1404902649351258119",2021-06-15 20:44:28,"trent_wirth","@willjharrison @PsychScientists Ethics always does, and should, move very slowly.

But like Andrew said, I think this is solved by transparency. If you want the data, inform your subjects of its utility and ask for it. If attitudes really have shifted, then you’ll get the data you want. Employing the opt out…","Twitter for iPhone",278,"x1404901485603790850","x130370549","willjharrison",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x130370549 x182747810","willjharrison PsychScientists","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/trent_wirth/status/1404902649351258119","Trent Wirth","Salem, MA","Vision scientist studying the visual control of locomotion. Post-Doc in the HuMoN Lab. I'm mostly here for D&D tweets. 

he/him",,FALSE,129,448,1,823,13270,2016-11-04 15:04:34,FALSE,,,,"https://pbs.twimg.com/profile_banners/794555945573556224/1618263155",,"http://pbs.twimg.com/profile_images/1297515997461708801/CV0O3sGe_normal.jpg"
"x19511968","x1404900333407510531",2021-06-15 20:35:15,"ToddTerrazas","Hopefully, with more research into the applications of AI utilizing larger amounts of data, ethics will still be placed at the forefront. 

#AIethics https://t.co/xilX89dwUh","LinkedIn",173,,,,FALSE,FALSE,0,0,,,"AIethics",,"lnkd.in/gEhpvRK","https://t.co/xilX89dwUh","https://lnkd.in/gEhpvRK",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ToddTerrazas/status/1404900333407510531","Todd Terrazas","Los Angeles","old soul, young <U+2764><U+FE0F> | ED @AILA_Community & @Data4Goodinc | Father to @LadyofDTLA | Nerd Herder | @beondeck ODP1 Fellow | @BobbleSportsTV","https://t.co/TC3xI60KpC",FALSE,1097,2165,199,7424,7056,2009-01-26 00:04:40,FALSE,"https://t.co/TC3xI60KpC","http://www.joinai.la",,"https://pbs.twimg.com/profile_banners/19511968/1390161794","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/73160444/TIGER_SHARK_301__normal.jpg"
"x8099262","x1404884063505338368",2021-06-15 19:30:36,"ComputerWeekly","Why a data-driven world should consider an oath of ethics https://t.co/I2Z4IhCsvW","Sprout Social",81,,,,FALSE,FALSE,1,0,,,,,"bit.ly/3zt0xk2","https://t.co/I2Z4IhCsvW","https://bit.ly/3zt0xk2",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ComputerWeekly/status/1404884063505338368","ComputerWeekly","London","Talk to the team and see the latest news from the UK's leading IT publication at https://t.co/rEfRkBaAIe","http://t.co/QdnG7l8qM1",FALSE,52408,807,1851,55294,15913,2007-08-10 08:25:15,TRUE,"http://t.co/QdnG7l8qM1","http://www.computerweekly.com/",,"https://pbs.twimg.com/profile_banners/8099262/1615998551","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1281219842939465732/ZIbdbtD4_normal.png"
"x293695988","x1404881628548247556",2021-06-15 19:20:56,"claudinepier","Top story: @BNPParibas: 'Developing a true culture of #responsible &amp; #sustainable use of #data is what #dataethics means for us. 
Rim Tehraoui, our Chief Data Officer, explains us what is essential in the way we process… https://t.co/zqTzmmMgpy, see more https://t.co/OJm8logYuX","The Tweeted Times",282,,,,FALSE,FALSE,0,0,,,"responsible sustainable data dataethics",,"tweetedtimes.com/claudinepier?s…","https://t.co/OJm8logYuX","http://tweetedtimes.com/claudinepier?s=tnp","http://pbs.twimg.com/amplify_video_thumb/1404718653556330499/img/xKpqnDEBpEY21BMK.jpg","https://t.co/zqTzmmMgpy","https://twitter.com/BNPParibas/status/1404740467544268801/video/1","photo","http://pbs.twimg.com/amplify_video_thumb/1404718653556330499/img/xKpqnDEBpEY21BMK.jpg","https://t.co/zqTzmmMgpy","https://twitter.com/BNPParibas/status/1404740467544268801/video/1",,"x27955989","BNPParibas","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/claudinepier/status/1404881628548247556","pierron","Paris","#i4emploiR #Carriere #RH #Recrutement #Apprentissage #FranceApprenante #Digital #Réseauxsociaux #Lifelonglearning #Employabilité",,FALSE,1124,952,304,15721,1764,2011-05-05 20:17:52,FALSE,,,,"https://pbs.twimg.com/profile_banners/293695988/1500499356","http://abs.twimg.com/images/themes/theme12/bg.gif","http://pbs.twimg.com/profile_images/887783536526336000/FJJff7gX_normal.jpg"
"x1185531782952816640","x1404873675174649859",2021-06-15 18:49:20,"The12fthOfNever","Some European geneticists say the YHRD has an ethics problem. Thousands of profiles in it were obtained from men unlikely to have given free, informed consent. These include data from persecuted minority groups, such as the Uyghurs in China, and the Roma. https://t.co/yRyTNNym8O","Twitter Web App",279,,,,FALSE,FALSE,1,0,,,,,"nature.com/articles/d4158…","https://t.co/yRyTNNym8O","https://www.nature.com/articles/d41586-021-01584-w?utm_source=Nature+Briefing&utm_campaign=2b57b71093-briefing-dy-20210615&utm_medium=email&utm_term=0_c9dfd39373-2b57b71093-46167594",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/The12fthOfNever/status/1404873675174649859","RiverRising","","<U+0001F1E8><U+0001F1E6> Liberal | Author   
* 'Life can only be understood backwards but it must be lived forward.'  Søren Kierkegaard",,FALSE,2575,796,0,46947,43496,2019-10-19 12:24:33,FALSE,,,,"https://pbs.twimg.com/profile_banners/1185531782952816640/1622338235","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1185770105373900800/RCGMyjoE_normal.png"
"x1133052978611576834","x1404869186455801858",2021-06-15 18:31:29,"CiraniSystems","@Oculons1 @elepharchy We can provide data on ethics. A datalink as needed will be provided.","Twitter Web App",69,"x1404868645831024640","x1404855800670134278","Oculons1",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x1404855800670134278 x1041023587145187328","Oculons1 elepharchy","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CiraniSystems/status/1404869186455801858","Sovereign Cirani Systems","","Primarch Ludremex Speaking. Fanatic Authoritarian/Materialist #Stellaris #RP Founder of CoGS.","https://t.co/N9maMFlr1a",FALSE,180,128,4,600,2538,2019-05-27 16:50:56,FALSE,"https://t.co/N9maMFlr1a","https://docs.google.com/document/d/1bu3PSdXahLSckkVWVe7u0JNLw8zVkiQFChi1RTBm5tw/edit",,"https://pbs.twimg.com/profile_banners/1133052978611576834/1603258533","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1179410461919531008/uB2uvKTm_normal.jpg"
"x17678029","x1404869038975729667",2021-06-15 18:30:54,"dtshin","@galipeau @UN With data, AI, and ML all the rage across UN agencies, having an ethics framework to guide what we're doing is that much more urgent and important. I think failing that we'll look back and wonder how we can put the genie back in the bottle, but I think that'll be impossible.","Twitter for iPhone",275,"x1404616602629197826","x230923","galipeau",FALSE,FALSE,1,1,,,,,,,,,,,,,,,,"x230923 x14159148","galipeau UN","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/dtshin/status/1404869038975729667","Dan Tshin","","@ArtTshin's husband, <U+0001F1E8><U+0001F1E6><U+0001F1E9><U+0001F1F0>Copenhagen-based ICT Specialist @UNDP <U+0001F1FA><U+0001F1F3>working on #SharePoint and cloud collaboration tools. Views are mine, RT <U+2260> endorsements.",,FALSE,147,198,7,476,468,2008-11-27 13:49:02,FALSE,,,,,"http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/968504236932849665/YjkgTCw7_normal.jpg"
"x3243551873","x1404867937853394954",2021-06-15 18:26:32,"into_AI","Why a data-driven world should consider an oath of ethics - However, should I transgress t https://t.co/HQFzjs3Sjg #datascience #intoAInews","into.AI",139,,,,FALSE,FALSE,0,1,,,"datascience intoAInews",,"neurons.ai/blog/news-stor…","https://t.co/HQFzjs3Sjg","https://neurons.ai/blog/news-stories/why-a-data-driven-world-should-consider-an-oath-of-ethics/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/into_AI/status/1404867937853394954","Neurons.AI - The Global AI Ecosystem #intoAI #AI","talk@into.AI","https://t.co/VxQKHcMdUl - The #AI Knowledge and Global Community Platform. Helps you learn more about #AI #intoAI Also see @Awards_AI","https://t.co/VxQKHcMdUl",FALSE,18953,1702,3136,529525,820,2015-05-09 15:19:08,FALSE,"https://t.co/VxQKHcMdUl","http://Neurons.AI",,"https://pbs.twimg.com/profile_banners/3243551873/1589817115","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/967341160124608512/LM2Y5Q5m_normal.jpg"
"x728777230206308352","x1403711449545990146",2021-06-12 13:51:03,"Data_ethics","In an article published in Compliance and Risk Journal, we consider the data protection and privacy considerations in employee investigations and explain how to minimize associated risks for employers.

https://t.co/ASADkJgBfa https://t.co/dsPxMhrPW9","Buffer",226,,,,FALSE,FALSE,0,0,,,,,"buff.ly/3isrDBQ","https://t.co/ASADkJgBfa","https://buff.ly/3isrDBQ","http://pbs.twimg.com/media/E3r8H33XwAMp-ti.jpg","https://t.co/dsPxMhrPW9","https://twitter.com/Data_ethics/status/1403711449545990146/photo/1","photo","http://pbs.twimg.com/media/E3r8H33XwAMp-ti.jpg","https://t.co/dsPxMhrPW9","https://twitter.com/Data_ethics/status/1403711449545990146/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Data_ethics/status/1403711449545990146","Data Ethics LLC","Rochester, NY","Data Ethics assists with data analytic needs by focusing on four key points of excellence in the use of data: governance, analytics, privacy, and team.","https://t.co/wk1xDgSkRU",FALSE,28,63,0,681,6,2016-05-07 02:43:26,FALSE,"https://t.co/wk1xDgSkRU","http://www.dataethics.net",,"https://pbs.twimg.com/profile_banners/728777230206308352/1572374292","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1278717741998825472/PcZZcam5_normal.jpg"
"x728777230206308352","x1404865048347131904",2021-06-15 18:15:03,"Data_ethics","It’s up to you to decide what risks are worth taking with your money, data, and privacy, but it’s important to be informed about what those risks are.

#VoilaAI #App #Facebook

https://t.co/iZuTh98Nk7 https://t.co/aXairEjMc5","Buffer",200,,,,FALSE,FALSE,0,0,,,"VoilaAI App Facebook",,"buff.ly/3xjXKaK","https://t.co/iZuTh98Nk7","https://buff.ly/3xjXKaK","http://pbs.twimg.com/media/E38VUFeWQAIEXIe.jpg","https://t.co/aXairEjMc5","https://twitter.com/Data_ethics/status/1404865048347131904/photo/1","photo","http://pbs.twimg.com/media/E38VUFeWQAIEXIe.jpg","https://t.co/aXairEjMc5","https://twitter.com/Data_ethics/status/1404865048347131904/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Data_ethics/status/1404865048347131904","Data Ethics LLC","Rochester, NY","Data Ethics assists with data analytic needs by focusing on four key points of excellence in the use of data: governance, analytics, privacy, and team.","https://t.co/wk1xDgSkRU",FALSE,28,63,0,681,6,2016-05-07 02:43:26,FALSE,"https://t.co/wk1xDgSkRU","http://www.dataethics.net",,"https://pbs.twimg.com/profile_banners/728777230206308352/1572374292","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1278717741998825472/PcZZcam5_normal.jpg"
"x728777230206308352","x1404074833592336390",2021-06-13 13:55:01,"Data_ethics","At its #WWDC2021 event, it announced it would be adding a spate of powerful new functions to Mail and Safari, as well as giving users broader insight into what their installed apps are doing with their information. 

#Apple #Privacy

https://t.co/yZqlyTymmv","Buffer",257,,,,FALSE,FALSE,0,0,,,"WWDC2021 Apple Privacy",,"buff.ly/3v5eWPU","https://t.co/yZqlyTymmv","https://buff.ly/3v5eWPU",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Data_ethics/status/1404074833592336390","Data Ethics LLC","Rochester, NY","Data Ethics assists with data analytic needs by focusing on four key points of excellence in the use of data: governance, analytics, privacy, and team.","https://t.co/wk1xDgSkRU",FALSE,28,63,0,681,6,2016-05-07 02:43:26,FALSE,"https://t.co/wk1xDgSkRU","http://www.dataethics.net",,"https://pbs.twimg.com/profile_banners/728777230206308352/1572374292","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1278717741998825472/PcZZcam5_normal.jpg"
"x771635568","x1404862160413544453",2021-06-15 18:03:34,"LCailleteau","Grateful to have shared an evening with amazing #women chatting about #AI, #Ethics, #Data, and meeting @NASA astronaut #KatieRubins who has just returned from Space. @MaribelLopez @Lyndsey360 @LaurenV

Recording coming soon! @Talend @Accenture https://t.co/Ie2rrfzHcu","GroupTweet",243,,,,FALSE,FALSE,4,1,,,"women AI Ethics Data KatieRubins",,,,,"http://pbs.twimg.com/media/E38SsKLXIAg-9eP.jpg","https://t.co/Ie2rrfzHcu","https://twitter.com/LCailleteau/status/1404862160413544453/photo/1","photo","http://pbs.twimg.com/media/E38SsKLXIAg-9eP.jpg","https://t.co/Ie2rrfzHcu","https://twitter.com/LCailleteau/status/1404862160413544453/photo/1",,"x11348282 x14229262 x1579158895 x11094452 x31137589 x10194682","NASA MaribelLopez Lyndsey360 LaurenV Talend Accenture","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LCailleteau/status/1404862160413544453","Laetitia Cailleteau","","#Womenwholead, #Innovation and #AI Passionate at @Accenture. Women mentor at Uprising and CBF. Wife and mum of 3! All views are my own",,FALSE,1222,1156,32,359,440,2012-08-21 14:44:51,FALSE,,,,"https://pbs.twimg.com/profile_banners/771635568/1455140963","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/583313787803054080/AytLUunE_normal.jpg"
"x3642248897","x1404857414067830786",2021-06-15 17:44:43,"MotleySlate","@_everythingism @pbleic @quisp1965 @Ayjchan @beyerstein Sorry if that wasn't clear...but I was trying to agree about the older event and then segue into #SARSCoV2 and where we are today, and why freedom of information, data integrity and ethics in scientific research is so important. These are dear to me.","Twitter Web App",250,"x1404853854924062729","x3642248897","MotleySlate",FALSE,FALSE,0,0,,,"SARSCoV2",,,,,,,,,,,,,"x1317984259 x29480276 x126141555 x431762931 x15694863","_everythingism pbleic quisp1965 Ayjchan beyerstein","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MotleySlate/status/1404857414067830786","<U+0001F17C><U+0001F17E><U+0001F183><U+0001F17B><U+0001F174><U+0001F188> <U+0001F182><U+0001F17B><U+0001F170><U+0001F183><U+0001F174>","3rd <U+0001F30E> from <U+2600><U+FE0F>","<U+0001D678><U+0001D697><U+0001D68D><U+0001D68E><U+0001D699><U+0001D68E><U+0001D697><U+0001D68D><U+0001D68E><U+0001D697><U+0001D69D> <U+0001D69D><U+0001D691><U+0001D692><U+0001D697><U+0001D694><U+0001D68E><U+0001D69B>",,FALSE,52,332,1,2283,2669,2015-09-13 12:55:28,FALSE,,,,"https://pbs.twimg.com/profile_banners/3642248897/1442150690","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/643049240814485504/IVq2ZoUT_normal.png"
"x728615535777329152","x1404854909716074501",2021-06-15 17:34:46,"paulwanggva","Join the #TrustInInnovation summit tomorrow on:
- The positive #impact of #DigitalTrust
- #Tokenised #Assets
- #Health #Security
- #NFT and #Cryptocurrencies
- #Art and #Watches #traceability
- #Data, #Health &amp; #Ethics
- How Facebo…https://t.co/wuPm5ljojo https://t.co/U9wfxT9e42","LinkedIn",283,,,,FALSE,FALSE,0,0,,,"TrustInInnovation impact DigitalTrust Tokenised Assets Health Security NFT Cryptocurrencies Art Watches traceability Data Health Ethics",,"lnkd.in/dF2Fi-t lnkd.in/dU4npH7","https://t.co/wuPm5ljojo https://t.co/U9wfxT9e42","https://lnkd.in/dF2Fi-t https://lnkd.in/dU4npH7",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/paulwanggva/status/1404854909716074501","Paul Wang","","CEO co-founder @ZeNPulsar
Advisory Board Member @immuniweb @labsmacro @mtpelerin @ICON_ONG #blockchain #crypto #Cybersecurity #crisismanagement #investigation",,FALSE,318,278,3,667,682,2016-05-06 16:00:55,FALSE,,,,,,"http://pbs.twimg.com/profile_images/781260129861861376/3m4FUkWB_normal.jpg"
"x36738096","x1404851129025024011",2021-06-15 17:19:44,"Fabiszak","DEI and data ethics are increasingly interconnected — brands must do both well in order to foster authentic, meaningful, and sustainable customer relationships. via @fatemehx2 https://t.co/49jNXGKoEK","Smarp.",199,,,,FALSE,FALSE,0,0,,,,,"forrester.smh.re/zJ","https://t.co/49jNXGKoEK","https://forrester.smh.re/zJ",,,,,,,,,"x43216109","fatemehx2","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Fabiszak/status/1404851129025024011","Katie Fabiszak","Raleigh, NC","Principal Analyst, Portfolio Marketing @forrester Love all things marketing. Mom to teenage boys (nothing scares me!). Shopaholic. *Views are my own","https://t.co/F2ZAhwMEF9",FALSE,146,107,7,63,11,2009-04-30 18:45:27,FALSE,"https://t.co/F2ZAhwMEF9","https://www.linkedin.com/in/katie-fabiszak/",,"https://pbs.twimg.com/profile_banners/36738096/1606670743","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1333099835587764225/9tLq3-Fy_normal.jpg"
"x398661449","x1404839220385136643",2021-06-15 16:32:25,"Zukka75","Why a data-driven world should consider an oath of ethics https://t.co/qeCwkVRU5G","IFTTT",81,,,,FALSE,FALSE,0,0,,,,,"ift.tt/3zmfynA","https://t.co/qeCwkVRU5G","https://ift.tt/3zmfynA",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Zukka75/status/1404839220385136643","Bellotti Alessandro <U+0001F383> <U+0001F47B>","Italy","Mobile & Xamarin Developer @ https://t.co/rqsjDjAlPr #Helloween #PowerMetal #TDD #TeamBlackBerry #Xamarin #Kotlin #Swift Opinions are my own and not the views of my employer","https://t.co/4r8gYzburS",FALSE,808,300,74,20965,3671,2011-10-26 11:16:46,FALSE,"https://t.co/4r8gYzburS","http://ZukkaDev.net",,"https://pbs.twimg.com/profile_banners/398661449/1543268032","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/741538344404983808/bNEIhVoY_normal.jpg"
"x1355257214529892352","x1404833510460907520",2021-06-15 16:09:44,"WajdiAlkayal","7 Data Protection Officer Dpo Challenges
#cybersecurity #privacy #security #gdpr #informationsecurity #compliance #ethics #data #riskmanagement #governance #risk #europe #management 
#5G #100DaysOfCode
#WomenWhoCode
#NoCode
#python
#Al
#Azure
#DataScience https://t.co/Ffr5ZLwBSv","Twitter for Android",279,,,,FALSE,FALSE,4,17,,,"cybersecurity privacy security gdpr informationsecurity compliance ethics data riskmanagement governance risk europe management 5G 100DaysOfCode WomenWhoCode NoCode python Al Azure DataScience",,"wmk-it.net/cybersecurity/…","https://t.co/Ffr5ZLwBSv","https://wmk-it.net/cybersecurity/7-data-protection-officer-dpo-challenges-1623773139",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WajdiAlkayal/status/1404833510460907520","Wajdi Alkayal","Lebanon ","we provide #custom #software #development and #IT outsourcing #services across multiple #technologies
#security #hacking

<U+25B6><U+FE0F>
<U+264C>#company<U+25B6><U+FE0F> https://t.co/2ezhR2q4IU","https://t.co/NFDeAXTVi9",FALSE,2664,2590,5,10060,12042,2021-01-29 20:51:28,FALSE,"https://t.co/NFDeAXTVi9","https://wmk-it.net/",,"https://pbs.twimg.com/profile_banners/1355257214529892352/1611954620",,"http://pbs.twimg.com/profile_images/1383681596260163584/uSAAqCq4_normal.jpg"
"x1355257214529892352","x1404839194921476103",2021-06-15 16:32:19,"WajdiAlkayal","IT Disaster Recovery Planning For Dummies
#cybersecurity #privacy #security #gdpr #informationsecurity #compliance #ethics #data #riskmanagement #governance #risk #europe #management 
#5G #100DaysOfCode
#WomenWhoCode
#NoCode
#python
#Al
#Azure
#DataScience https://t.co/tZ0X81y28B","Twitter for Android",280,,,,FALSE,FALSE,8,20,,,"cybersecurity privacy security gdpr informationsecurity compliance ethics data riskmanagement governance risk europe management 5G 100DaysOfCode WomenWhoCode NoCode python Al Azure DataScience",,"wmk-tech.net/shop/it-disast…","https://t.co/tZ0X81y28B","https://wmk-tech.net/shop/it-disaster-recovery-planning-for-dummies-7zim-1623774255",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WajdiAlkayal/status/1404839194921476103","Wajdi Alkayal","Lebanon ","we provide #custom #software #development and #IT outsourcing #services across multiple #technologies
#security #hacking

<U+25B6><U+FE0F>
<U+264C>#company<U+25B6><U+FE0F> https://t.co/2ezhR2q4IU","https://t.co/NFDeAXTVi9",FALSE,2664,2590,5,10060,12042,2021-01-29 20:51:28,FALSE,"https://t.co/NFDeAXTVi9","https://wmk-it.net/",,"https://pbs.twimg.com/profile_banners/1355257214529892352/1611954620",,"http://pbs.twimg.com/profile_images/1383681596260163584/uSAAqCq4_normal.jpg"
"x1355257214529892352","x1403626679923363841",2021-06-12 08:14:13,"WajdiAlkayal","#Cloud Security Alliance Releases #Security Guidance For Telehealth
#riskmanagement #security #healthcare #cybersecurity #cloud #data #ethics #management #work #dataprotection #health #gdpr #governance #cloudsecurity #datasecurity #compliance #privacy  https://t.co/wC2GRxYoU9","Twitter for Android",276,,,,FALSE,FALSE,8,13,,,"Cloud Security riskmanagement security healthcare cybersecurity cloud data ethics management work dataprotection health gdpr governance cloudsecurity datasecurity compliance privacy",,"wmk-it.net/cybersecurity/…","https://t.co/wC2GRxYoU9","https://wmk-it.net/cybersecurity/cloud-security-alliance-releases-security-guidance-for-telehealth-1623485184",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WajdiAlkayal/status/1403626679923363841","Wajdi Alkayal","Lebanon ","we provide #custom #software #development and #IT outsourcing #services across multiple #technologies
#security #hacking

<U+25B6><U+FE0F>
<U+264C>#company<U+25B6><U+FE0F> https://t.co/2ezhR2q4IU","https://t.co/NFDeAXTVi9",FALSE,2664,2590,5,10060,12042,2021-01-29 20:51:28,FALSE,"https://t.co/NFDeAXTVi9","https://wmk-it.net/",,"https://pbs.twimg.com/profile_banners/1355257214529892352/1611954620",,"http://pbs.twimg.com/profile_images/1383681596260163584/uSAAqCq4_normal.jpg"
