"user_id","screen_name","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x779396446906966016","practicalcardio","Practical Cardiology","Cranberry, NJ USA","Practical Cardiology provides timely reporting and commentary on the science and clinical practice of cardiovascular medicine.","https://t.co/VZiXzPVuUD",FALSE,588,601,7,2130,299,2016-09-23 19:06:08,FALSE,"https://t.co/VZiXzPVuUD","https://practicalcardiology.com",,"https://pbs.twimg.com/profile_banners/779396446906966016/1553817077",,"http://pbs.twimg.com/profile_images/1179436975385960450/WrwGT7RM_normal.jpg"
"x1214315731","xxKarli_xx","Karli","Florida, USA","i work for a fruit <U+0001F34E>",,FALSE,518,697,1,9622,16375,2013-02-24 02:59:36,FALSE,,,,"https://pbs.twimg.com/profile_banners/1214315731/1622612507","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1399963971457892355/zom2RAM__normal.jpg"
"x823605790170816515","OurRadiantEarth","Radiant Earth Foundation","Washington, DC","Working for a strengthened global development community that benefits from high-quality and trusted ML and EO resources for positive global impact #ML4EONews","https://t.co/I6h1vyICLw",FALSE,4766,1056,120,4232,3712,2017-01-23 18:58:17,FALSE,"https://t.co/I6h1vyICLw","http://www.radiant.earth",,"https://pbs.twimg.com/profile_banners/823605790170816515/1565286581",,"http://pbs.twimg.com/profile_images/1399790548932759553/iG_JI2z__normal.jpg"
"x951567276016390144","LoyolaDataSci","Loyola Data Science","Baltimore, MD","Take your career to the next level with the Master of Science in Data Science from Loyola University Maryland.","https://t.co/hmKEkjyDwQ",FALSE,82,78,4,52,1,2018-01-11 21:31:32,FALSE,"https://t.co/hmKEkjyDwQ","https://www.loyola.edu/academics/data-science/graduate",,"https://pbs.twimg.com/profile_banners/951567276016390144/1515706543",,"http://pbs.twimg.com/profile_images/951570904370352129/MCCu0VJ7_normal.jpg"
"x4820804277","machinelearnflx","Machine Learning","","Everything about #MachineLearning, #DeepLearning  #AI  #Bigdata  #Analytics #DataMining, #DataScience","https://t.co/0tllC7vP3S",FALSE,100106,34612,2298,462284,161,2016-01-17 11:55:58,FALSE,"https://t.co/0tllC7vP3S","https://techflx.com/product-category/books/",,"https://pbs.twimg.com/profile_banners/4820804277/1504968657","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/688735459892195329/v8sHaWSG_normal.jpg"
"x789775568","QuantCowboy","Pierre Brunelle","Calgary, Alberta","Quant guy who likes hiking, Beethoven, Wagner, country music and the @NYRangers",,FALSE,162,244,11,3793,3104,2012-08-29 17:22:30,FALSE,,,,"https://pbs.twimg.com/profile_banners/789775568/1421435198","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/577503710948933633/HbMHNbfa_normal.jpeg"
"x92101241","PhilBeaudoin","Philippe Beaudoin","Montreal, QC, Canada","Building a discovery engine for your better self at @waverly_ai. Previously @Google, cofounder @element_ai. More: https://t.co/ctu7mO3odh","https://t.co/KSDNlWn9a9",FALSE,2646,1437,100,2150,3474,2009-11-23 20:05:23,FALSE,"https://t.co/KSDNlWn9a9","https://philbeaudoin.com",,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1372303450378231810/SNfaQtTR_normal.jpg"
"x248845810","quickstics","iWantToSeeTheDataStream","","<U+0001F1EC><U+0001F1E7><U+0001F1FA><U+0001F1F8>UK Storm chaser. Trainee Critical Thinker. Reject narratives based on ideology. Expose trolls and triggered people with facts & Logic. Boycott CCP <U+0001F1E8><U+0001F1F3>",,FALSE,928,2090,1,3294,1989,2011-02-07 21:08:02,FALSE,,,,"https://pbs.twimg.com/profile_banners/248845810/1589607713","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1261532298899591169/ybB9nXxI_normal.jpg"
"x905588823190630400","Jennifer_Manly","Jen Manly | Kids deserve to do work that matters.","Maryland","I help educators create systems, structures, and space so that students can do work that matters // #csforall @talkcsed","https://t.co/KE1feWGRiJ",FALSE,2421,2055,21,5327,12585,2017-09-07 00:29:35,FALSE,"https://t.co/KE1feWGRiJ","http://jennifermanly.com",,"https://pbs.twimg.com/profile_banners/905588823190630400/1594408654",,"http://pbs.twimg.com/profile_images/1287587513767464964/7v4zVdIE_normal.jpg"
"x1379810718439067649","NicoleL71725253","Nicole Li","Indiana, USA","UX Design &  Research|HCI Research |SV@CHI 21‘",,FALSE,23,76,0,1,3,2021-04-07 14:58:15,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1379958842629443590/qJCobMu3_normal.jpg"
"x2810523004","DrErinHaugen","Erin Haugen, PhD, LP, CMPC","Grand Forks, ND","Clinical & Sport Psychologist |<U+0001F3CA><U+200D><U+2640><U+FE0F><U+0001F6B4><U+200D><U+2640><U+FE0F><U+0001F3C3><U+200D><U+2640><U+FE0F><U+26F9><U+FE0F><U+200D><U+2640><U+FE0F>| #SportPsych #AthleteMentalHealth #SportsMed #FirstGen #RescueDogs | Lover of flannel & puns | She/Her","https://t.co/pIsDHXLcVs",FALSE,1711,396,53,6973,26427,2014-10-06 15:04:49,FALSE,"https://t.co/pIsDHXLcVs","https://www.drerinhaugen.com/social-media-policy",,"https://pbs.twimg.com/profile_banners/2810523004/1497393708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/519142202098733059/AzvpQHaT_normal.jpeg"
"x496259079","MatthewRehrl","Matthew Rehrl, MD MS <U+0001F58B>","Seattle, WA","Writer | Physician | Philosophy of Health | Alumnus Baylor College of Medicine | Mayo Clinic Social Media Network Advisory Board | Tweets <U+2260> Advice","https://t.co/kQpaqSmYGq",FALSE,10531,4833,293,14329,9659,2012-02-18 19:34:45,FALSE,"https://t.co/kQpaqSmYGq","https://matthewrehrl.com/blog/",,"https://pbs.twimg.com/profile_banners/496259079/1611542425","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1356397772098789376/-ElQqPKE_normal.jpg"
"x36960352","FDICgov","FDIC Gov","Washington, DC","The official Twitter channel for the Federal Deposit Insurance Corporation. Likes, retweets, and follows do not equal endorsements.","http://t.co/AZjTWeZCxv",FALSE,29936,416,822,5325,490,2009-05-01 15:02:13,TRUE,"http://t.co/AZjTWeZCxv","http://www.fdic.gov",,"https://pbs.twimg.com/profile_banners/36960352/1585168659","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1241064356458172417/0gMYI7IC_normal.jpg"
"x1242957263926702083","respectyourmama","M.E.<U+0001F30E>","","Planet Earth Citizen, In service of Mother Earth and the Most High God, Rule by LOVE, Mama,  sister, #loverules",,FALSE,34,406,0,317,1852,2020-03-25 23:31:51,FALSE,,,,"https://pbs.twimg.com/profile_banners/1242957263926702083/1589989364",,"http://pbs.twimg.com/profile_images/1242958002514165761/X6WwvknP_normal.jpg"
"x4112439503","eunanduffy","Eunanduffy@longwar","","International history/politics /culture keen: victim/survivor/advocate/researcher of global Mother-Baby & Magdalen gulags: Unity is Power. YNWA Opinions my own.",,FALSE,129,412,1,1600,1529,2015-11-04 14:07:45,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1171725216676028416/Tv1l8les_normal.jpg"
"x934061151008251904","fabric_vc","Fabric Ventures","Global","Backs founders building the Open Economy. Invests in builders, businesses and digital assets from inception to scaling.","https://t.co/JMCWMlptSY",FALSE,4746,1093,148,889,1174,2017-11-24 14:08:27,FALSE,"https://t.co/JMCWMlptSY","http://www.fabric.vc",,"https://pbs.twimg.com/profile_banners/934061151008251904/1618908381",,"http://pbs.twimg.com/profile_images/1384423529924411395/SOFOJum2_normal.jpg"
"x285062239","electricgeisha","Kelly Vero <U+0001F51C> Lumen Prize 2021","Zurich, Switzerland","Digital gobshite. Gun for hire. Fashion pest. Investor. Old lady game developer. Author @kellyveroauthor. NG born, won Bullseye, lives in CH","https://t.co/bFMtsaLyAe",FALSE,639,349,18,7212,7719,2011-04-20 13:22:25,FALSE,"https://t.co/bFMtsaLyAe","http://linkedin.com/in/kvero/",,"https://pbs.twimg.com/profile_banners/285062239/1603217582","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/2994696846/29644e5b80af20c80219454d00515e4f_normal.jpeg"
"x969173723457695744","AdaLovelaceInst","Ada Lovelace Institute","United Kingdom","Making data & AI work for people & society. 

With @NuffieldFound @RoyalSociety @TuringInst @BritishAcademy_ @wellcometrust @RoyalStatSoc @techUK @luminategroup","https://t.co/GfJCLU4QZG",FALSE,16205,1667,333,3747,3595,2018-03-01 11:33:16,FALSE,"https://t.co/GfJCLU4QZG","https://www.adalovelaceinstitute.org",,"https://pbs.twimg.com/profile_banners/969173723457695744/1606754198","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1333449867474120704/4NImokbV_normal.png"
"x1232163611776294912","AnalystHealth","Health informatician","United States","I only deal with facts, analytics, and informatics so I don't speak in alternative facts like Trump worshippers. #Resistance",,FALSE,6377,6760,3,90552,109615,2020-02-25 04:42:05,FALSE,,,,"https://pbs.twimg.com/profile_banners/1232163611776294912/1622979623",,"http://pbs.twimg.com/profile_images/1289391730681425920/fLjTAIKz_normal.jpg"
"x1367380912808288257","sdi_foundation","Swiss Digital Initiative","Geneva","A Commitment To Put Into Practice Ethical Standards For The Digital Age. Swiss at heart, global in ambition.","https://t.co/XuXyNwxhy0",FALSE,215,301,0,185,83,2021-03-04 09:56:43,FALSE,"https://t.co/XuXyNwxhy0","https://www.swiss-digital-initiative.org/",,"https://pbs.twimg.com/profile_banners/1367380912808288257/1614860111",,"http://pbs.twimg.com/profile_images/1387729102120095744/PeByie1S_normal.jpg"
"x4885035365","londonedg","Ed Glass","London","Enthusiastic Londoner. Once a biochemist. Now a real estate lawyer @forsterscre. Curious about all things real estate.",,FALSE,282,466,18,833,935,2016-02-07 15:41:32,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1211533571795628033/oNi-Y9pL_normal.jpg"
"x601476142","574LK3R_9","V1/\/t0r3Z","Fort Meade, MD","",,FALSE,183,808,1,6249,15049,2012-06-07 02:13:14,FALSE,,,,"https://pbs.twimg.com/profile_banners/601476142/1604754506","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1305560759775227905/4O6XRdMl_normal.jpg"
"x118968961","mayankbaid","Mayank","Mumbai, India","IT Sales Professional, loves reading, photography, blogs, a learner and a travel freak. All thoughts, opinions and views are personal. Founder Fab-Dad club","https://t.co/tgvp7GoJJl",FALSE,330,481,40,2749,955,2010-03-02 07:45:18,FALSE,"https://t.co/tgvp7GoJJl","http://ekatas.wordpress.com",,"https://pbs.twimg.com/profile_banners/118968961/1353317181","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/483645281989173249/X_n5qgzo_normal.jpeg"
"x960923429858959361","DTSQUARED_HQ","DTSQUARED Limited","London, England","#Data consultancy solving real world business problems & unlocking opportunities for our clients through the Power of Data. Partnered with leading technologies.","https://t.co/bF5J3IfsQg",FALSE,118,295,2,565,108,2018-02-06 17:09:33,FALSE,"https://t.co/bF5J3IfsQg","http://www.dtsquared.co.uk",,"https://pbs.twimg.com/profile_banners/960923429858959361/1611080870",,"http://pbs.twimg.com/profile_images/996360179628298243/mLt5yB60_normal.jpg"
"x16057673","seifely","Grace, Amidst Monsters","England","compSci PhD w/ psych bg, enjoys AI with feelings <U+0001F9E0> I tweet work problems & I like dogs, dry wit and dice-based games <U+0001F9E0> Bi, she/her <U+0001F9E0> RTs!=endorsement <U+0001F916>","https://t.co/AoBo84Clwp",FALSE,324,2445,37,21725,52306,2008-08-30 19:40:07,FALSE,"https://t.co/AoBo84Clwp","https://seifely.carrd.co",,"https://pbs.twimg.com/profile_banners/16057673/1623852995","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1405163790824480772/_DDFvwdc_normal.jpg"
"x151395064","peterkwells","Peter Wells","By the sea","Blackpool FC & books & tech & people. Asks questions. Likes crumpets. Politics, policy & delivery.  Tech realism. Make stuff work for everyone.","https://t.co/Cru9FYWNem",FALSE,2603,935,260,38573,7058,2010-06-03 09:15:38,FALSE,"https://t.co/Cru9FYWNem","http://peterkwells.com",,"https://pbs.twimg.com/profile_banners/151395064/1606554224","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1267390798473068544/SrS4T5kr_normal.jpg"
"x50636347","BillMew","Bill Mew #DigitalEthics #TrustinTech #BLM","UK","TV pundit, influencer & advocate for ethics in tech: the value of #DigitalTransformation #Cloud & #GovTech and importance of #Privacy & #Security. Views my own","https://t.co/OAtRlAthYw",FALSE,15413,6180,0,135143,2224,2009-06-25 12:52:19,FALSE,"https://t.co/OAtRlAthYw","https://www.linkedin.com/in/billmew/",,"https://pbs.twimg.com/profile_banners/50636347/1623138296","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1135248195708235776/E2ZnZOwX_normal.png"
"x50636347","BillMew","Bill Mew #DigitalEthics #TrustinTech #BLM","UK","TV pundit, influencer & advocate for ethics in tech: the value of #DigitalTransformation #Cloud & #GovTech and importance of #Privacy & #Security. Views my own","https://t.co/OAtRlAthYw",FALSE,15413,6180,0,135143,2224,2009-06-25 12:52:19,FALSE,"https://t.co/OAtRlAthYw","https://www.linkedin.com/in/billmew/",,"https://pbs.twimg.com/profile_banners/50636347/1623138296","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1135248195708235776/E2ZnZOwX_normal.png"
"x809735319922868224","drctrice","Caoimhe Rice","Bristol, England","Emergency Medicine doc @GWH & honorary Health Economist (@UoBrisHEB). Interested in health outcomes & public policy evaluation.  Opinions are my own. She/her",,FALSE,588,1697,8,2571,11520,2016-12-16 12:21:59,FALSE,,,,"https://pbs.twimg.com/profile_banners/809735319922868224/1520422293","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1282810821488386049/GLR14aP2_normal.jpg"
"x153351973","Marina__Belli","Marina Belli","Pisa - Italy","International Project Manager at @HorsaSpa | Circle Leader @LeanInOrg | Referente regionale @DigitaleRosa | Communication Coordinator @TEDxLivorno | Atena’s mom","https://t.co/P4LDAdVb9f",FALSE,1237,1777,20,827,148,2010-06-08 09:38:07,FALSE,"https://t.co/P4LDAdVb9f","http://www.marinabelli.com",,"https://pbs.twimg.com/profile_banners/153351973/1566501442","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1261674914299416581/lqkZGmrJ_normal.jpg"
"x710863660919463936","GMCAdigital","GMdigital","Manchester, England","GMdigital is a new digital revolution which will connect people, businesses and communities. We will establish our region as the UK’s number one digital city.","https://t.co/DI7x2fOc0i",FALSE,2940,1341,28,5229,6397,2016-03-18 16:21:18,FALSE,"https://t.co/DI7x2fOc0i","https://www.greatermanchester-ca.gov.uk/what-we-do/digital",,"https://pbs.twimg.com/profile_banners/710863660919463936/1620387708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/885499971709145088/FXVgwjdc_normal.jpg"
"x908700730890088455","PhilliNaz15","Phillipa NAZARI","Manchester, England","Assistant Director IG &DPO  GMCA, TfGM Interested in all things information and data!  All views my own @GM_Infogov , She/Her",,FALSE,648,2365,0,1139,5497,2017-09-15 14:35:11,FALSE,,,,"https://pbs.twimg.com/profile_banners/908700730890088455/1622999625",,"http://pbs.twimg.com/profile_images/1399429612388720654/RBW9Swr5_normal.jpg"
"x741803","znmeb","Buck Borasky, Frontier Programmer","Portland, OR","Zorro Notorious MEB he / him

Pondering the pandemonium of pontificating pantheism to ponderous pandas since 1974","https://t.co/vgfstt8IDf",FALSE,10856,11927,1038,35482,45421,2007-02-01 05:03:16,FALSE,"https://t.co/vgfstt8IDf","https://www.algocompsynth.com/about.html",,"https://pbs.twimg.com/profile_banners/741803/1551472104","http://abs.twimg.com/images/themes/theme5/bg.gif","http://pbs.twimg.com/profile_images/1311802850716999680/6KFivzJC_normal.jpg"
"x1272708754535047169","AndrewKittle4","Andrew Kittle","","I'm the guy that can say anything to anybody. Persuader and Chief.",,FALSE,83,53,3,2557,904,2020-06-16 01:54:02,FALSE,,,,"https://pbs.twimg.com/profile_banners/1272708754535047169/1592531831",,"http://pbs.twimg.com/profile_images/1376365183992479746/HoiUIsF0_normal.jpg"
"x3188580042","ET_RISE","ET RISE","New Delhi, Delhi","A Times Internet product, we provide news, views & profiles on #Startups & #SMEs from the Number 1 Business Daily in India - The Economic Times.","https://t.co/DeeaZr0q9X",FALSE,8879,35,460,18808,16,2015-05-08 10:46:11,TRUE,"https://t.co/DeeaZr0q9X","http://etrise.com",,"https://pbs.twimg.com/profile_banners/3188580042/1616734801","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/879923176855134208/YOGSXR0T_normal.jpg"
"x1251420338899939331","researchcollabs","The Research Collab","Melbourne, Victoria","Connecting researchers with projects","https://t.co/apYgD1MYKf",FALSE,417,1258,0,148,691,2020-04-18 08:00:48,FALSE,"https://t.co/apYgD1MYKf","http://www.theresearchcollab.com",,"https://pbs.twimg.com/profile_banners/1251420338899939331/1587214083",,"http://pbs.twimg.com/profile_images/1251492684830609415/qTLfSKHk_normal.jpg"
"x1053425605","AndrewinContact","Andrew Neff","SF Bay Area","AI Marketing in contact with #AI, #CX & #Automation. I want #tech results & insights on why. I write & live those & #CustServ #Digital #BigData #ML #IoT #smm","https://t.co/zQpGzPD92P",FALSE,9137,3533,322,6591,6406,2013-01-01 20:23:39,FALSE,"https://t.co/zQpGzPD92P","https://www.linkedin.com/in/neffandrew",,"https://pbs.twimg.com/profile_banners/1053425605/1581476323","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/838968183943897088/EuOMNwdX_normal.jpg"
"x195353318","prashantjain86","Prashant Jain","Stockholm, Sweden ","Bollywood Film Distributor- Europe Founder-BollywoodBio Sweden           Co-Founder Smartgeeks Consulting   Ex-Investment Banker","https://t.co/jX0IZING7O",FALSE,148,733,0,1885,821,2010-09-26 13:52:19,FALSE,"https://t.co/jX0IZING7O","http://www.bollywoodbio.se",,"https://pbs.twimg.com/profile_banners/195353318/1585980855","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1246320136987897856/aY59UnfW_normal.jpg"
"x126231750","paulatwal","Paul Atwal <U+0001F4AA><U+0001F3D2><U+0001F9E0><U+0001F3B6><U+0001F468><U+200D><U+0001F52C><U+0001F31E>","Unceded Coast Salish Territory","Kinesiologist experienced in scientific solutions for physical, mental, & addictions.

Founder, Science & Ops @mapleorganics Hockey coach + player. Musician <U+0001F50A>","https://t.co/pwS3BNzNKL",FALSE,576,485,3,13212,6419,2010-03-25 06:07:54,FALSE,"https://t.co/pwS3BNzNKL","http://mapleorganics.com",,"https://pbs.twimg.com/profile_banners/126231750/1574561443","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1274425096019406848/oEMTp1Yn_normal.jpg"
"x27265230","galinash","Galina Esther Shubina, my coffee is my own","Stockholm, Sweden","Building ecosystems, AI strategies, and organizations. Formerly engineer, data scientist, director. Currently a human. @WIDS_Sweden. Ex-Google. Img credit xkcd!","https://t.co/fbRYXcmcyz",FALSE,1413,1020,49,23775,41179,2009-03-28 17:08:05,FALSE,"https://t.co/fbRYXcmcyz","http://gradientdescent.com",,"https://pbs.twimg.com/profile_banners/27265230/1599168504","http://abs.twimg.com/images/themes/theme2/bg.gif","http://pbs.twimg.com/profile_images/1301632654618619905/_grrSNcM_normal.jpg"
"x1312462045514612739","tony_gazillioni","Sir Tradesalot","Antartica","First of His Name, King of the Operators, Lord of the Six Exchanges, Protector of SLs.
Invented options. Trading for a living since the Fall of Constantinople.",,FALSE,586,95,2,462,761,2020-10-03 18:38:40,FALSE,,,,"https://pbs.twimg.com/profile_banners/1312462045514612739/1616344733",,"http://pbs.twimg.com/profile_images/1373675476858802177/EGsEwVSx_normal.jpg"
"x68204430","NewsNeus","Neus Lorenzo","Bad Wildbad, Deutschland","Interested in this extraordinary time of changes in Catalonia & Europe

I tweet about communication, education, technology, culture, and community building.","https://t.co/U70grS0CTV",FALSE,6523,4020,2282,203398,69775,2009-08-23 18:32:50,FALSE,"https://t.co/U70grS0CTV","http://transformationsociety.net/transforming-organizations-how-and-why/",,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1295575972494942208/u6FzfH7s_normal.jpg"
"x288484890","yarmiganosca","Chris Hoffman","Washington, DC","I design & build tools for developers. I cook. I have the best cat. And I read philosophy & other nonsense. DC native and proud college dropout. he/him","https://t.co/i93PdJCG3a",FALSE,413,1086,19,28340,11680,2011-04-26 23:03:19,FALSE,"https://t.co/i93PdJCG3a","http://website.computer",,"https://pbs.twimg.com/profile_banners/288484890/1550630924","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1113054298341040129/dm0K0bjk_normal.jpg"
"x2812532641","NotUnderBondage","Barbara Roberts","Melbourne, Australia","<U+0001F642>Christian exposing abuse from a biblical perspective. https://t.co/lf1k6GSaC7. https://t.co/KOPaqMkXd0. Book—https://t.co/wXFvTurgI0.","https://t.co/lf1k6GSaC7",FALSE,2264,632,26,22161,29617,2014-09-16 05:38:28,FALSE,"https://t.co/lf1k6GSaC7","http://mysteryofiniquity.blog",,"https://pbs.twimg.com/profile_banners/2812532641/1529364914","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1191948303090491394/2bQ8bRxW_normal.jpg"
"x33177553","Kevin_McKernan","Kevin McKernan <U+0001F642>","Marblehead","Cannabis Genome Project,2011. Developed the SOLiD sequencer. R&D lead Human Genome Project at MIT/WIBR","https://t.co/3gXYoI8k1C",FALSE,21598,1725,258,15116,27083,2009-04-19 10:58:59,FALSE,"https://t.co/3gXYoI8k1C","http://medicinalgenomics.com",,"https://pbs.twimg.com/profile_banners/33177553/1416355284","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1402102134762573826/vHsBW4dv_normal.jpg"
"x4039758442","femmesthetics","Fran E","","Patriot; GOLD STAR DAUGHTER <U+0001F396>of USAF Fighter Pilot & HERO of Vietnam MIA/POW/KIA (1966-1977 Returned for burial @ ARLINGTON) the Ultimate Sacrifice",,FALSE,1913,2940,4,42176,42703,2015-10-25 15:14:28,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1249148142827663360/1YWAntOW_normal.jpg"
"x1372986536866816003","paulfrench5020","Paul French","","Ghostwriter 
#AI #BigData #MachineLearning #ArtificialIntelligence #DataScience #DeepLearning  Sometimes I have fun with #sciencefiction #SciFi",,FALSE,105,88,0,2062,2736,2021-03-19 19:01:39,FALSE,,,,"https://pbs.twimg.com/profile_banners/1372986536866816003/1616182017",,"http://pbs.twimg.com/profile_images/1372993007130140682/pb1d-DdG_normal.jpg"
"x21566990","scottkeir","Scott Keir","London","Life, scicomm & public engagement, cake, typography, #JamThursday &c. And per se &. Craft magpie. Home account, tweets personal etc. <U+0001F3F3><U+FE0F><U+200D><U+0001F308> (he/they)",,FALSE,2049,4173,54,36836,28366,2009-02-22 14:11:09,FALSE,,,,"https://pbs.twimg.com/profile_banners/21566990/1429141412","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/588487486579613698/khQlYXYn_normal.jpg"
"x91331057","senitih","<U+0001F680>Business Consulting<U+0001F680><U+0915><U+093E><U+0930><U+094B><U+092C><U+093E><U+0930><U+0940> <U+092A><U+0930><U+093E><U+092E><U+0930><U+094D><U+0936><U+0001F680><U+09AC><U+09C7><U+09F1><U+09B8><U+09BE><U+09DF><U+09C0><U+0995>","India","#businessconsulting #consulting Freelance business advisory firm dedicated to helping companies/management /startup to move market since 2012. 
https://t.co/UEhlfJQkFo","https://t.co/RyhejyyFtl",FALSE,479,250,16,19696,6723,2009-11-20 12:36:16,FALSE,"https://t.co/RyhejyyFtl","https://senitih.com/one-hour-free-advisory/",,"https://pbs.twimg.com/profile_banners/91331057/1576861924","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1254779553081225217/5yfpXLnl_normal.jpg"
"x3494409328","cornichecorp","Corniche Corp","Cyberspace ","#DigitalTransformation #Analytics #IoT #cybersecurity #Infosec #AI #MachineLearning #Bigdata #Cloud #Privacy  #Technology #News <U+0001F4CA>",,FALSE,3023,2924,38,57099,10198,2015-08-30 20:01:12,FALSE,,,,"https://pbs.twimg.com/profile_banners/3494409328/1618748970","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1135863200396775424/vPe8Htor_normal.png"
"x14606079","propublica","ProPublica","New York, NY","Pursuing stories with moral force. Send us things: https://t.co/65TVqwLWyE. Newsletter: https://t.co/OBkLwhIaYB.","http://t.co/Fqv83dHVfq",FALSE,923661,518,17948,85534,6868,2008-04-30 21:17:15,TRUE,"http://t.co/Fqv83dHVfq","http://www.propublica.org/",,"https://pbs.twimg.com/profile_banners/14606079/1503930270","http://abs.twimg.com/images/themes/theme2/bg.gif","http://pbs.twimg.com/profile_images/902174720040292354/rLSBbM4r_normal.jpg"
"x36083751","hastingscenter","The Hastings Center","New York","Advancing responsible health, science, and technology.

Updates: https://t.co/7nf5PwpBjk","http://t.co/VLJ654b0s4",FALSE,13101,4207,493,9374,3572,2009-04-28 14:51:49,TRUE,"http://t.co/VLJ654b0s4","http://www.thehastingscenter.org",,"https://pbs.twimg.com/profile_banners/36083751/1607383167","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1321510896649252865/L9gaQUji_normal.jpg"
"x612833403","DSMoxon","Drew Moxon","Bay Area, CA","Mostly data science, economics, & environment. Former @LinkedIn, @ChanZuckerberg, @NCSOFT_West, & @ActivBlizzMedia. Opinions mine, mine, and all mine.","https://t.co/ypvyZbLKC3",FALSE,1380,1138,106,10646,24142,2012-06-19 18:22:14,FALSE,"https://t.co/ypvyZbLKC3","http://www.linkedin.com/in/drewsmoxon/",,"https://pbs.twimg.com/profile_banners/612833403/1446503353","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/642099164583624704/5zjosPHA_normal.jpg"
"x1189386819114192896","tejasrangnekar","Tejas","Bengaluru","25, When life gives you 0's and 1's, you become digital design engineer.",,FALSE,65,50,1,2543,4133,2019-10-30 03:41:37,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1378975879850721281/4wBlCh64_normal.jpg"
"x3345194367","Corix_JC","JC Gaillard","London, England","Founder & MD @CorixPartners | Co-president #CyberSecurity Group @TelecomParisAl | Non Exec Director @Strata_Sec | Board Advisor | Author | Cyber Security Leader","https://t.co/Or8OPJ8Ulx",FALSE,6850,6471,1834,97225,91676,2015-06-25 08:13:57,FALSE,"https://t.co/Or8OPJ8Ulx","https://corixpartners.com/",,"https://pbs.twimg.com/profile_banners/3345194367/1568441802","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/613984109975760897/ykkUlxCb_normal.jpg"
